text,date,score,Month
Congrats Tesla AI team!,2024-04,0,4
Too much of the environmentalist movement has morphed into a human extinctionist movement,2024-04,2,4
"Without freedom of speech, we are just a slaves in the matrix",2024-04,2,4
This psy op is doing real numbers!,2024-04,0,4
Tesla Robotaxi unveil on 8/8,2024-04,0,4
"The highest form of kindness and empathy is to defend Truth.  It's Epistemological Kindness, Epistemological Empathy.  If you see the TRUTH being raped and murdered and you walk away pretending that you saw nothing, you are an existential coward.  Professors are tasked with creating and disseminating knowledge; most importantly they are tasked with being dogged defenders of the truth and the means by which to seek the truth (the scientific method).  This is what I do in my public engagement.  Most of the world luckily sees it and appreciates my efforts.  Regrettably some of the people that should see it, are swayed by the enemies of truth.  No worries.  We shall stand tall and with full dignity.  Never waver.  Never be a fence-sitter.  Activate your inner honey badger.",2024-04,0,4
Use the 🔍 Explore Page to get all the real-time customized news summarized by Grok.,2024-04,0,4
Press the search button 🔍 to see real-time customized news for you created by Grok AI,2024-04,0,4
Reuters is dying,2024-04,0,4
Yeah,2024-04,0,4
Important improvement,2024-04,0,4
Flight 4 next month,2024-04,0,4
"Coming soon, Grok will offer “Unhinged Mode” news 🤣🤣",2024-04,0,4
Bet you didn’t know that this administration is flying hundreds of thousands of illegals into America using your tax dollars …,2024-04,0,4
Daily Show 🙌,2024-04,0,4
This is crazy!,2024-04,0,4
Yes,2024-04,0,4
"NEWS: EV sales hit record high in Australia in March, as Tesla Model Y overtakes Toyota Hilux. https://thedriven.io/2024/04/04/ev-sales-hit-record-high-of-10464-in-march-as-tesla-crashes-into-australias-top-6-brands/",2024-04,1,4
This momentum will increase dramatically as we integrate AI-generated news trends & search into 𝕏,2024-04,0,4
System purge of bots & trolls underway.   Please reply to me or @XEng if legitimate accounts are suspended.   X Corp will be tracing the people responsible and bringing the full force of the law to bear upon them.,2024-04,0,4
"Did you know that it costs as little as 3 cents per ad click on this platform?  Make sure your ad is interesting and clear, just like a viral post would be and the results will amaze you.",2024-04,0,4
"X is redefining video, one pixel at a time.  We’ve upgraded our infrastructure and are shipping new updates to improve video.  80% of users consume video on X every day. And almost 70% of all users who watch videos are also scrolling through conversations.",2024-04,0,4
"I’m cool with adults doing whatever they want, so long as it doesn’t harm others, but kids need to be protected at all costs",2024-04,0,4
𝕏 has just released the latest data and numbers:  • ~3 million calls were made on 𝕏 in the last month  • Over 2 million 𝕏 Spaces were created last month with over 2.4 million hrs of content  • 6.4 million Spaces created this year  • Members are spending 495% more time in 𝕏 Communities  • Users are spending 118% more time in their DMs  • 80% of users consume video on 𝕏 everyday,2024-04,0,4
Community Notes now active on India!,2024-04,0,4
This will be the first commercial space walk!,2024-04,0,4
"𝕏 > Instagram, TikTok, Facebook",2024-04,0,4
"𝕮𝖔𝖘𝖒𝖎𝖈 𝕮𝖍𝖗𝖔𝖓𝖎𝖈𝖑𝖊𝖘 SpaceX Achieves Ambitious Goal: 12 Falcon 9 Missions in a Single Month  In pursuit of its ambitious objective to conduct 150 missions in 2024, SpaceX has reached a significant milestone by completing 12 Falcon 9 missions in a single month. SpaceX closed the month of March with this achievement, which underscores SpaceX’s commitment to pushing the boundaries of space exploration.  SpaceX has been on a trajectory of remarkable growth, surpassing its own records year after year. In 2020 it launched 26 missions, 31 in 2021, and doubled that with 61 missions in 2022. By 2023, the company delivered approximately 80% of all Earth payload mass to orbit with 96 missions completed, outpacing competitors like China and other global players.  The pace of SpaceX’s launches has been accelerating steadily, with the company averaging one launch every four days throughout 2023. This rapid cadence reflects SpaceX’s dedication to innovation & efficiency in space travel.  SpaceX has already completed 32 missions in 2024. The recent accomplishment in March, where SpaceX completed 12 Falcon 9 missions in a single month, demonstrates the company’s ability to meet & exceed its ambitious goals with a launch rate of one every 2.8 days. “Falcon 9 successfully launched our 11th and 12th missions of the month from Florida earlier today,” announced the company on March 31. The missions deployed Eutelsat 36D satellite into a geosynchronous transfer orbit from NASA Kennedy Space Center’s Launch Pad-39A. And approximately “3.5 hours later, Falcon 9 launched 23 Starlink satellites to low-Earth orbit from pad 40, completing our 260th reflight of an orbital class rocket on the seven-year anniversary of first achieving this feat,” shared the company.  Key to SpaceX’s success is the reusability of its workhorse Falcon 9 rocket, which enables the company to significantly increase its launch pace while reducing costs. SpaceX has reused multiple boosters in its Falcon 9 fleet 19 times, & engineers are working to qualify Falcon 9 for up to 40 reflights each.  As of now, SpaceX has performed a total of 327 missions, landed orbital-class rockets 291 times, and reused previously-flown Falcon 9 boosters in its fleet 261 times. With each milestone achieved, SpaceX reaffirms its position at the forefront of space exploration, inspiring admiration for its groundbreaking achievements. As the company continues to push boundaries and reach new heights, the future of space exploration looks brighter than ever before.  ─── ･ ｡ﾟ☆: *.☽ .* :☆ﾟ. ───  Author @JaneidyEve  Read more at Cosmic Chronicles: https://cosmicchroniclesnews.com/2024/04/02/spacex-achieves-ambitious-goal-12-falcon-9-missions-in-a-single-month/   Thanks for reading!  Consider Subscribing if you enjoyed the story. ♡",2024-04,1,4
,2024-04,0,4
That is indeed what I’ve said many times,2024-04,0,4
Traffic on 𝕏 reaches all-time high,2024-04,0,4
"While I don’t own any Disney shares today, I would definitely buy their shares if Nelson were elected to the board.   His track record is excellent.",2024-04,0,4
"Nelson Peltz should definitely be on the Disney board!  He would help reform the company, improve the quality of product and generally serve in the best interests of shareholders, as he has done at many other companies.   This would significantly improve Disney’s share price.",2024-04,0,4
The legacy media is dying,2024-04,0,4
Time spent on 𝕏 Communities has grown +600% in the past year – with more than double the number of active Communities.,2024-04,0,4
Seriously 🤦‍♂️,2024-04,0,4
"Accurate 😂  Grok is a lot better, but still work to do",2024-04,0,4
Extremely concerning,2024-04,0,4
"In case you thought government trying to force home sales for “asylum seekers” was a myth, this is already happening in Britain! https://www.dailymail.co.uk/news/article-13079637/Our-council-tried-force-sell-200-000-home-make-room-asylum-seekers-Elderly-couples-horror-strongly-worded-letter-lands-doorstep.html",2024-04,0,4
"We live on stolen land.   By “we”, I mean us mammals.   We stole it from the dinosaurs 🦖 😢",2024-04,0,4
Can’t wait for Toy Story 5 & two more Moana movies. Yay …,2024-04,0,4
"Falcon 9 launches from pad 4E in California, adding 22 new @Starlink satellites to the constellation",2024-04,0,4
Watch Falcon 9 launch 22 @Starlink satellites to orbit  https://nitter.net/i/broadcasts/1lPKqbyOPOeGb,2024-04,0,4
😂,2024-04,0,4
"Whoa, this documentary of New York is intense!",2024-04,0,4
Congratulations to @swissloop_t for winning the 2024 Not-a-Boring Competition!   Dug to victory with a novel extruded tunnel liner.    Thanks and congrats to all teams who participated. Hope to see you again next year!,2024-04,0,4
So many April Fool’s jokes that are actually plausible given the increasingly insane real things happening in the world!,2024-04,0,4
Starlink helps fund humanity getting to Mars,2024-04,0,4
Excited to join @Disney as their Chief DEI Officer.   Can’t wait to work with Bob Iger & Kathleen Kennedy to make their content MORE woke!  Even the linguini.,2024-04,0,4
💯,2024-04,0,4
When you look out the window of the SpaceX Crew Dragon Capsule and see the International Space Station 🤯 🐉  Video by NASA SpaceX Crew 6 member Sultan Al Neyadi.,2024-03,0,3
"~3.5 hours later, Falcon 9 launched 23 @Starlink satellites to low-Earth orbit from pad 40, completing our 260th reflight of an orbital class rocket on the seven-year anniversary of first achieving this feat",2024-03,0,3
"Liftoff of Falcon 9, marking 260 reflights of Falcon boosters since our first one seven years ago today!",2024-03,0,3
"At 5000 tons, Starship is the largest flying object ever made. Thrust is more than double the Saturn V moon rocket.  It is the first spaceship design capable of making life multiplanetary.  Goal of the next mission is to make it through the meteorically extreme heat of reentry.",2024-03,0,3
"SpaceX aiming for 3 launches today! One Eutelsat, which just reached orbit, and 2 @Starlink missions.",2024-03,0,3
It gets particularly interesting when you trace to source documents,2024-03,0,3
Everyone can make calls on 𝕏 without having to share their phone number.  Go to Settings ➤ Privacy & Safety ➤ Direct Messages  ➤ Enable Audio & Video Calling.,2024-03,0,3
The 2024 Not-a-Boring Competition is heating up...24 hours till the race begins!,2024-03,0,3
History is complicated  https://en.m.wikipedia.org/wiki/First_Council_of_Nicaea,2024-03,0,3
Oh hi youtube 🫡,2024-03,0,3
Yup,2024-03,0,3
"Only 379,000 births in Italy for 2023, the lowest annual figure since the country's unification in 1861.",2024-03,0,3
"Your subscription go 𝕏 Premium and Premium+ supports the following:  Free speech.   What you get (based on your subscription tier): - monetization - heightened engagement  - ad-free timeline - a cool checkmark - long video uploads - access to Grok, Articles, other upcoming future features",2024-03,0,3
I see a lot of people complaining about spam in their replies etc.   I’ve had my settings for notifications set up like this for over a year now and it is SO GOOD.  Here’s how you do it:   Settings >>Notifications >> Filters >> Quality Filter ✅ >> Muted Notifications  ✅ everything.   Perhaps X should add an option to mute those who don’t subscribe to Premium.,2024-03,1,3
"As always, suggestions for improving Community Notes are much appreciated.   The aspiration of this platform is to be by far the best source of truth on Earth. Nothing will ever be perfect, but we shall strive to be less wrong every day.",2024-03,0,3
Supporting your right to freedom of speech,2024-03,2,3
"Today, 𝕏 started paying for ads appearing on profiles as well.  Here's a comparison of payouts for some 𝕏 creators compared to their last payouts. There is a significant boost in their earnings.",2024-03,0,3
Congrats Tesla Team!,2024-03,0,3
Meta was also falsely claiming credit for sales that actually originated from 𝕏,2024-03,0,3
,2024-03,0,3
,2024-03,0,3
Should be available on 𝕏 next week.   Grok 2 should exceed current AI on all metrics. In training now.,2024-03,0,3
The first condition of progress is the removal of censorship. - Durant,2024-03,0,3
"Modern Western civilization has extraordinary empathy compared to its power. This is also arguably its greatest weakness.  With the nuclear bomb, America could have subjugated every nation on Earth with ease. Hitler and Stalin would certainly have done so.  Instead, America helped rebuild Germany and Japan!  There is no historical precedent for a nation with so much power helping, rather than destroying, its defeated enemies.",2024-03,1,3
Many upgrades to 𝕏 Communities!,2024-03,0,3
Amen,2024-03,0,3
Something is deeply wrong with the justice system,2024-03,2,3
"I favor empathy, but the assumption that empathy will always be reciprocated is false",2024-03,0,3
"Many movies exist about a lone inventor in a garage having a eureka moment, but almost none about manufacturing, so it’s underappreciated by the public.  Compared to the insane pain of reaching high-volume, positive-margin production, prototypes are a piece of cake.",2024-03,0,3
"Why Political Advertisers should choose X?  • This year, 𝕏 had 1,000 likes per second, 5 million impressions per minute, and more than 9 billion total engagements on posts covering News & Politics.  • 84% of US policy and opinion leaders actively engage with voters across 𝕏's diverse user base of over 90 million in the US.  • 98% of 𝕏's US audience is of voting age.  • 250 million people use 𝕏 every day. 550 million people visit the global town square every month.  No other platform can foster this level of engagement at scale like 𝕏. 𝕏 serves as the global town square, where the public gathers to experience their lives in real-time.  via @stenmc",2024-03,0,3
Yup,2024-03,0,3
The Dem Party goal is to import voters,2024-03,0,3
"If you support free speech, get a premium subscription.",2024-03,0,3
Interesting,2024-03,0,3
Thank you. Subscribing is the only way to ensure that major brand advertisers cannot demand censorship of this platform.,2024-03,0,3
😂,2024-03,0,3
New York taxes citizens and gives the money to illegals,2024-03,0,3
This video speaks for itself,2024-03,0,3
Failure to prosecute crime in New York (and many other US cities) allows violent criminals to assault women at will!  The governor had to call out the national guard just so people could ride the subway.,2024-03,0,3
It should not be acceptable for any company in the gaming industry to be racist & sexist against “white guys”,2024-03,2,3
Send X.com links to friends so that they know what’s actually going on!,2024-03,0,3
Static fire of a single Raptor engine using the header tanks on Flight 4 Starship,2024-03,0,3
"Ideally, there would be no deaths, but, when they do happen, public perception of frequency should match reality as closely as possible",2024-03,0,3
"Going forward, all 𝕏 accounts with over 2500 verified subscriber followers will get Premium features for free and accounts with over 5000 will get Premium+ for free",2024-03,0,3
"In reality, legacy media views went down and this platform went up",2024-03,0,3
Wow …,2024-03,0,3
Starlink now in Argentina!,2024-03,0,3
Getting ready for Flight 4 of Starship!  Goal of this mission is for Starship to get through max reentry heating with all systems functioning.,2024-03,0,3
Not cool that she undermined math education in California,2024-03,0,3
Population of Earth: 8 Billion   Global Impressions Last Year on 𝕏: 5 Trillion+,2024-03,0,3
"This is an especially important mission. Some chance it may find signs of life in Europa, a moon of Jupiter!",2024-03,0,3
"Community Notes corrects all accounts: Presidents of countries, media, government agencies, advertisers.   No exceptions.  Nothing is perfect, but Notes is the best source of truth on the Internet by far.",2024-03,0,3
"NBC just hired & immediately fired Ronna McDaniel, because the team refused to let even one Republican join them – that’s how biased they are!",2024-03,1,3
Financial operating systems matter,2024-03,0,3
"Grok has normal mode and fun mode. Tonight, we decided to add an unhinged fun mode. It is next-level 🤣🤣",2024-03,0,3
Nothing more precious than old friends,2024-03,0,3
"Under your supervision, FSD V12.3 can drive your Tesla almost anywhere",2024-03,0,3
,2024-03,0,3
"Politicians are quick to approve policies that favor tenants over landlords.   But these rules don’t just protect tenants, they protect squatters too.   So what do you do when a squatter moves into YOUR home?",2024-03,0,3
This will be a spicy year,2024-03,0,3
"Later this week, Grok will be enabled for all premium subscribers (not just premium+)",2024-03,0,3
"On the other hand, legacy media did actually decline by 20% last year",2024-03,0,3
True,2024-03,0,3
Yes!,2024-03,0,3
The Media Panics As More And More Women Choose To Dump Their Birth Control,2024-03,0,3
"French bill would outlaw gender procedures on kids, calling them ""one of the greatest ethical scandals in the history of medicine"" https://notthebee.com/t1d67 https://notthebee.com/t1d67",2024-03,0,3
Fake news that’s truer than the “real” news 😂,2024-03,0,3
Found this in my fortune cookie tonight,2024-03,0,3
Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship,2024-03,0,3
Full-duration static fire of all six Raptor engines on Flight 4 Starship,2024-03,0,3
Just when you think reality can’t get more surreal 🤣🤣,2024-03,0,3
This platform will always fight for free speech.,2024-03,0,3
The circle will be complete,2024-03,0,3
,2024-03,0,3
"If in doubt, always listen to @JohnCleese! https://piped.video/HLNhPMQnWu4?si=5cRhjMM0gvvwgZGx",2024-03,0,3
Bye bye 😘,2024-03,0,3
"Everyone, yes everyone, is far right! 😂",2024-03,0,3
In support of your right to speak,2024-03,0,3
fyi,2024-03,0,3
We aim to build the future of brain-computer interfaces. Want to create the future with us?  Apply to openings on our career page: neuralink.com/careers  Apply to join our Patient Registry: neuralink.com/patient-regist…,2024-03,0,3
"Falcon 9 has landed on Just Read the Instructions, completing this booster's 19th mission and the 75th landing on this droneship",2024-03,1,3
Yup,2024-03,0,3
"Yeah, US immigration is completely backwards: trivial to enter illegally and nightmarishly difficult to enter legally!  I strongly support increasing and expediting legal immigration.",2024-03,0,3
Please forward links to 𝕏 posts to your friends so they know what’s actually happening.   Some people still believe the legacy media!,2024-03,0,3
Also insane!,2024-03,0,3
This is insane!,2024-03,0,3
Werner Herzog makes a great point  https://piped.video/G_7Ta_4coy4?si=ipR_k9MGjNlNkoEZ,2024-03,0,3
Pin your best content and it will receive far more views,2024-03,0,3
Your home is no longer your home in many states,2024-03,0,3
Ironic,2024-03,0,3
Reality vs perception is very different,2024-03,0,3
😂😂,2024-03,0,3
Correct,2024-03,0,3
"Old Twitter gave special preference to “real” journalists, even when they lied",2024-03,0,3
,2024-03,0,3
The @SpaceX Dragon cargo spacecraft soars 262 miles over China as it approaches the station for docking around 7:16am ET.,2024-03,0,3
,2024-03,0,3
$34.5 trillion in debt and increasing at the rate of $3 trillion per year.  And Congress just passed another $1.2 trillion spending bill stuff with pork and earmarks.,2024-03,0,3
"Starbase, Texas, rocket factory",2024-03,0,3
Wow,2024-03,0,3
"A federal judge has upheld a Washington, D.C. law allowing noncitizens, including illegals, to vote in municipal elections.  We went from “what is a woman?” to “what is an American?” in about two years.   Illegals get all the benefits of citizenship with hardly any of the responsibilities.   thenationalpulse.com/2024/03…",2024-03,0,3
Docking confirmed – Dragon has arrived at the @Space_Station!,2024-03,0,3
"Under the hood update: Introducing Topic Models, which improve Community Notes’ ability to identify notes that are helpful to people from different points of view.  Community Notes shows notes that are found helpful by people who’ve disagreed in their past ratings. Now, it will factor in both whether raters have disagreed in general as well as on the specific topic of the note. This strengthens the algorithm’s ability to find notes that bridge across topics. We’re initially trialing a small set of Topic Models and will monitor their effectiveness at identifying broadly helpful notes.  As always, code and details are open-source in GitHub, and your feedback helps drive improvements like this one: https://github.com/twitter/communitynotes/commit/82b704c652eac94500f70a19e4f27a5ba842b430",2024-03,1,3
Flight 4 Starship moved to the pad at Starbase for upcoming static fires,2024-03,0,3
"Today's cover: Over 100 migrants break through razor wire, knock down guards as they illegally cross El Paso border in wild scene https://trib.al/CgoyDoh",2024-03,0,3
BIDEN ADMIN TARGETS ELON IN SEC DISPUTE  The Biden administration urged the Supreme Court to deny Elon's appeal in his clash with the SEC over a 2018 Tesla tweet.   Elon is fighting for free speech; but the government says the move aims to curb misinformation.   Source: Reuters,2024-03,1,3
"Pin your best content to your profile. It will get a boost and appear in the ""For You"" feed of all your followers.",2024-03,0,3
Hear about Neuralink from someone who has our Telepathy cybertech implant!,2024-03,0,3
"First ever post made just by thinking, using the @Neuralnk Telepathy device!",2024-03,0,3
We all have our demons to fight,2024-03,0,3
True,2024-03,0,3
Falcon 9 launches Dragon to the @Space_Station from pad 40 in Florida,2024-03,0,3
This feature is great,2024-03,0,3
𝕏 Traffic Update   The organic traffic for March is already up by 5.09% and is at 642 million 🇺🇸,2024-03,0,3
Some Falcon landing shots,2024-03,0,3
𝕏 is adding new filters to the job search!  via @nima_owji,2024-03,0,3
Wow,2024-03,0,3
They are,2024-03,0,3
Squatters Can Now Come In And Steal Your Home With No Consequences,2024-03,0,3
"When sending medical advice, ask your doctor, but also ask an experienced nurse.   Nurses are underrated.",2024-03,0,3
"Reality has become more bizarre than parody!  Also, employment discrimination is illegal, so they are breaking the law.",2024-03,0,3
"And, although it shouldn’t need to said, I believe in the Constitution and freedom of speech",2024-03,2,3
This is a battle to the death with the anti-civilizational woke mind virus.   My positions are centrist: - Secure borders  - Safe & clean cities - Don’t bankrupt America with spending - Racism against any race is wrong - No sterilization below age of consent   Is this right-wing?,2024-03,2,3
🎯,2024-03,0,3
Google is deeply infected with the woke mind virus,2024-03,0,3
The New York Times is pure propaganda,2024-03,0,3
How committed is the Biden administration to an open border? It took the Supreme Court overruling White House objections to allow Texas to enforce immigration law.,2024-03,0,3
Livestream of @Neuralink demonstrating “Telepathy” – controlling a computer and playing video games just by thinking,2024-03,0,3
"Right now, the Supreme Court is hearing a big free speech case: https://www.supremecourt.gov/oral_arguments/live.aspx  A lower court ruled that the Biden admin violated the 1st Amendment, as it pressured companies to censor news about Hunter's laptop, Covid, and more.  TRUE things were censored, like:",2024-03,0,3
,2024-03,0,3
Teams test the new emergency chutes from the pad 40 crew tower in Florida,2024-03,0,3
Dragon is now operational on 2 launchpads!,2024-03,0,3
🍊 is the new 🍋,2024-03,0,3
.@steveaoki just received his Cybertruck,2024-03,0,3
"BREAKING: 𝕏 has paid more than $45 million to over 150,000 creators on the platform.",2024-03,0,3
"As always, I say this as an immigrant who is proud to have become a citizen and who supports expanded and expedited *legal* immigration",2024-03,0,3
"Crazy that Texas has to do the job of the Biden administration, which filed aggressive legal action to stop the state!  If anyone still doesn’t believe that ushering in illegals is the goal of the Biden administration, this should convince them.",2024-03,1,3
"Most reasonable people, because they are reasonable, cannot believe that the goal of the far left is to end America",2024-03,0,3
💯,2024-03,0,3
“Political refugee”,2024-03,0,3
Troubling,2024-03,0,3
Misplaced empathy causes great harm,2024-03,0,3
Andi Lynn Blair.  Her life was cut short by #BidensBorderBloodbath,2024-03,0,3
".@ElonMusk Issues Emotional Statement in the Final Minutes of Don Lemon Interview  “If I died knowing that I did what was right, or did my best to do what was right, and even if in the history books they said I did wrong, I would still feel okay about that. I care about the reality of goodness, not the perception of it.”  “We want to make sure that we don’t have, for example, demographic collapse, which is the case in a lot of countries — just very low birth rate. We want to avoid, obviously avoid, World War 3. Anything that is a civilizational risk. That is what I care about. Civilizational risks.”",2024-03,0,3
An example of why it is so important to preserve freedom of speech,2024-03,2,3
This is actually happening!,2024-03,0,3
It is concerning that the legacy press would lie so blatantly,2024-03,0,3
Falcon 9 launches @Starlink satellites to orbit from California,2024-03,0,3
,2024-03,0,3
Interesting,2024-03,0,3
"LIVE: @elonmusk talks about restoring free speech with X  ""There's a reason we have the First Amendment.   Why does it exist?  It exists because people came from countries where they could not speak freely. Where if they did speak their mind, they would be imprisoned or killed.""",2024-03,0,3
"The media is broken  Tribalism and censorship rule  On 𝕏, let us be different  Support good faith arguments, and problem solvers  Let the insincere empathy farmers starve for attention",2024-03,1,3
Liftoff!,2024-03,0,3
Discussion about free speech,2024-03,0,3
Hearing news from actual experts or people on the ground is way better than having it be filtered through non-experts (media) or people who weren’t actually there,2024-03,0,3
Discussing freedom of speech,2024-03,2,3
"With rare exception, almost the entire legacy media industry is a politically far left cheering squad",2024-03,0,3
Nothing is clearer in history than the adoption by successful rebels of the methods they were accustomed to condemn in the forces they deposed.  — Will and Ariel Durant,2024-03,0,3
,2024-03,0,3
BIDEN’s BORDER BLOODBATH  #BidensBorderBloodbath  Pass it on!,2024-03,0,3
"X has over 8 billion daily active user minutes on average so far in 2024, up 10% from last year.",2024-03,0,3
Latest platform user data!,2024-03,0,3
We have imported the criminal underworlds of 100 different countries,2024-03,0,3
And the Biden Administration does nothing,2024-03,0,3
This is important,2024-03,0,3
Sounds very biased,2024-03,0,3
"#14 What were these classifiers?  Here's a leaked document, ""Fringe ranking/classifier.""  Google ranked ABC, CBS, and CNN as more “authoritative” than the “trashy” Fox News and Breitbart.  This is how Big Tech manually interjects political bias into search results and algorithms.",2023-01,1,1
This article understates the magnitude of the problem – Google interferes to help Democrats thousands of times every election season!  This is to be expected when their censorship (aka “Trust & Safety”) teams are have far left political views.,2024-03,0,3
grok-1 is out!  come do your life's work @ xAI - x.ai/careers,2024-03,0,3
"Over time the newspapers have been fading away in relevance.   Not gone, just as writing and mailing paper letters still happens, but no longer the way most people know what’s going on.",2024-03,1,3
Metaphor murderers,2024-03,0,3
Elon Musk talked about T.I.T.S and A.S.S on 𝕏-Space 🤣,2024-03,0,3
,2024-03,0,3
Please sign up to rate & contribute Community Notes to increase accuracy on 𝕏!,2024-03,0,3
"Still work to do, but this platform is already by far the most transparent & truth-seeking (not a high bar tbh)",2024-03,0,3
░W░E░I░G░H░T░S░I░N░B░I░O░,2024-03,0,3
Many Americans still have no idea this happened,2024-03,0,3
Yeah,2024-03,0,3
!!,2024-03,0,3
How to share a post with people outside this platform,2024-03,1,3
,2024-03,0,3
Please send links from this platform to your friends who are still being misled by the legacy media!,2024-03,0,3
Speech with full context,2024-03,0,3
Legacy media lies,2024-03,0,3
Easy to tell who is an NPC today,2024-03,0,3
Interesting,2024-03,0,3
"The algorithm is trying to maximize what is most interesting to you, based on time spent on 𝕏",2024-03,0,3
,2024-03,0,3
"It is important that women know the effects of hormonal birth control, as it is a significant cause of depression and increases suicide risk.  This is not a value statement, just a public service announcement. Other forms of birth control do not have these effects.",2024-03,0,3
Wow,2024-03,0,3
The most entertaining outcome – as if we’re in a soap opera – is the most likely  ERM,2024-03,0,3
Tesla Model Y price will rise by $1000 in a few weeks,2024-03,0,3
"As crazy as this sounds, some people still believe the legacy news media!",2024-03,0,3
"Another day, another 2 Tbps for Starlink",2024-03,0,3
Don “Veruca Salt” 🍋,2024-03,0,3
Ship in space,2024-03,0,3
Wild that this is a real picture,2024-03,0,3
,2024-03,0,3
Watch Falcon 9 launch 23 @Starlink satellites to low-Earth orbit  https://nitter.net/i/broadcasts/1eaKbgRlZEVGX,2024-03,0,3
Tower cam in real-time,2024-03,0,3
To the stars,2024-03,0,3
I say as an immigrant who is proud to have become a citizen and who supports vastly expanded *legal* immigration,2024-03,0,3
"That is the actual sign at Starbase, Texas",2024-03,0,3
,2024-03,0,3
"A friend of mine suggested that I clarify the nature of the danger of woke AI, especially forced diversity.   If an AI is programmed to push for diversity at all costs, as Google Gemini was, then it will do whatever it can to cause that outcome, potentially even killing people.",2024-03,0,3
Only a matter of time,2024-03,0,3
Has anyone seen Ilya?,2024-03,0,3
That is a major concern,2024-03,0,3
Yesterday was one step closer to life on Mars,2024-03,0,3
When will this madness stop?,2024-03,1,3
💯,2024-03,0,3
,2024-03,0,3
Powerwall keeps your home power on even if the utility is out for many hours,2024-03,0,3
"Even though I think Don 🍋 is a pompous fool who spouts nonsense, he is still free to upload his show to 𝕏 and will receive advertising revenue",2024-03,0,3
Why does the radical far left Biden administration welcome violent illegals into America to prey upon your friends & family?  We are even warned by other countries that it is insane to make America a haven for their convicted criminals!,2024-03,0,3
The far left US administration is using your tax dollars to fly violent criminals into America,2024-03,0,3
This censorship bill if far too broad. It will be abused in the future.,2024-03,0,3
"FSD V12.3 comments. More videos to come, but these are my succinct comments after about 60 minutes of city streets on V12.3.",2024-03,0,3
Starship is the biggest rocket ever built! 🚀,2024-03,0,3
"Reliable high-speed, low-latency internet around the world—even while traveling at 27,000 km/h through a plasma field 🛰️🚀",2024-03,0,3
"ELON IN 2002: ""I started SpaceX with the idea of making life multi-planetary.""  2008: Falcon 1 becomes the first privately developed liquid-fueled rocket to reach orbit.   2010: Dragon capsule achieves orbit and recovery, a first for a private spacecraft.   2012: Dragon visits the ISS, marking the first private spacecraft to do so.   2015: SpaceX accomplishes the first landing of an orbital rocket's first stage on land.   2019:  Starship Short-Hop Test Flights  2020: Launches Crew Dragon Demo-2, sending astronauts to the ISS and marking the first crewed mission by a private company.  2021: High-Altitude tests and SpaceX fully stacked the Super Heavy Booster 4 with Ship 20.  2022: Test flight with Super Heavy booster in   2023 First Starship orbital flight test occurred on April 20 and the second on November 18.  Today: SpaceX's third flight test of Starship.    Starship and Super Heavy are designed to be fully reusable. Together, they form the world's most powerful rocket and are capable of launching up to 165 tons (150 metric tons) into orbit.   Source: SatNews",2024-03,0,3
Starship is evolving rapidly,2024-03,0,3
Starship will take humanity to Mars,2024-03,0,3
Starship will make life multiplanetary,2024-03,0,3
Watch the super hot plasma field grow as Starship re-enters the atmosphere!,2024-03,0,3
"Starships are meant to fly... An incredible launch this morning, with 33 Raptor engines breathing fire, hot staging over the Gulf of Mexico, boost back to the ocean, good upper stage burn, and test of the Pez bay door.  Starship engine relight and reentry to splashdown to come.",2024-03,0,3
"At ~5000 tons, Starship is the largest flying object ever made",2024-03,0,3
Hot-staging,2024-03,0,3
Starship reached orbital velocity!  Congratulations @SpaceX team!!,2024-03,0,3
About 3 mins before launch T-0,2024-03,0,3
Starship launch attempt in ~5 hours,2024-03,0,3
And you can also use AirPlay,2024-03,0,3
Video games need to get rid of the woke bs.   Getting lectured with tedious propaganda is not why people play games!,2024-03,0,3
Starship flight 3 maybe tomorrow,2024-03,0,3
Woke ideology wants you to die,2024-03,0,3
Free speech is the bedrock of democracy,2024-03,0,3
Just posting so the public knows how crazy this is,2024-03,1,3
Teach a people to hate themselves and their history and they are defenseless against mind viruses.   They can be reprogrammed with ease.,2024-03,0,3
Interesting discussion of how mind viruses are created and amplified,2024-03,1,3
"Thanks to the hard work of the Tesla Giga Berlin team and support from the community, the factory is back online!",2024-03,0,3
Good summary of the history of slavery,2024-03,0,3
,2024-03,0,3
Tesla Cybertruck is super easy to charge on the Tesla network. You can go anywhere you want,2024-03,0,3
,2024-03,0,3
,2024-03,0,3
"The Haitians are coming.  The Department of Defense testified today that the Biden administration anticipates ""mass migration"" from Haiti in the wake of the horrific state of the country, which has descended into complete anarchy. Their first port of call? Florida.",2024-03,0,3
"""Major Measles Outbreak"" Reported In US As Migrant Shelters Become Infectious Disease Breeding Grounds https://www.zerohedge.com/medical/major-measles-outbreak-reported-us-migrant-shelters-become-infectious-disease-breeding",2024-03,0,3
He certainly doesn’t seem dangerously crazy,2024-03,0,3
"AI will probably be smarter than any single human next year. By 2029, AI is probably smarter than all humans combined.",2024-03,2,3
Cool,2024-03,0,3
Madness,2024-03,0,3
Overspending must stop or America will go bankrupt,2024-03,1,3
"Britain has actually looked at the data, which is why they’re shutting down puberty blockers for kids – they do far more harm than good",2024-03,0,3
